gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27200, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27199, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27200, 3283 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27199, 3701 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27200, 3049 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 27199, 3701 MiB
