gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 29744, 3373 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 29745, 679 MiB
