gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23860, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23861, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23860, 2405 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23861, 2405 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23862, 661 MiB
