gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 12275, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 12276, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 12275, 3373 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 12276, 3191 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 12277, 725 MiB
