gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23207, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23208, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23207, 2405 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23208, 2405 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 23209, 661 MiB
