gpu_uuid, pid, used_gpu_memory [MiB]
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28118, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28117, 605
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28118, 3191 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28117, 3373 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28119, 725 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28118, 3191 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28117, 3373 MiB
GPU-2022369e-2f16-0362-7dc3-ea36ded90774, 28119, 725 MiB
