epoch,train_acc,valid_acc,train_time,batch_time,valid_time,total_time,train_corr,valid_corr
1,2.863259298902863,7.1800208116545265,40.599785804748535,21.519347190856934,5.2562336921691895,67.37536668777466,321,345
2,12.773169208812774,15.150884495317378,39.1356635093689,21.002065420150757,5.235601186752319,65.37333011627197,1432,728
3,27.48193738292748,29.614984391259107,39.20571231842041,21.08138370513916,5.248755216598511,65.53585124015808,3081,1423
4,40.41566318794042,23.12174817898023,39.221240282058716,21.01294493675232,5.292217016220093,65.52640223503113,4531,1111
5,51.511907947551514,33.839750260145685,39.286856174468994,21.17012071609497,5.28696870803833,65.7439455986023,5775,1626
6,60.86878958166086,49.5525494276795,39.110674142837524,21.132742643356323,5.250807762145996,65.49422454833984,6824,2381
7,77.63803407367764,67.03433922996878,39.17481064796448,21.578369140625,5.298411130905151,66.05159091949463,8704,3221
8,82.35661403978236,69.32362122788761,39.575544595718384,21.89906334877014,5.297618389129639,66.77222633361816,9233,3331
9,84.39925073588441,70.0936524453694,39.77629590034485,21.642226457595825,5.286121368408203,66.70464372634888,9462,3368
10,85.93345821068593,70.5723204994797,39.50597429275513,22.025426626205444,5.275228500366211,66.80662941932678,9634,3391
