epoch,train_acc,valid_acc,train_time,batch_time,valid_time,total_time,train_corr,valid_corr
1,3.353848898403354,7.32570239334027,41.9746949672699,27.7313711643219,5.736927032470703,75.4429931640625,376,352
2,14.887164392114888,14.526534859521332,40.850603103637695,27.83076548576355,5.742933750152588,74.42430233955383,1669,698
3,28.650432610828652,19.562955254942768,41.504316329956055,28.174426555633545,5.8571929931640625,75.53593587875366,3212,940
4,41.914191419141915,33.31945889698231,41.33749747276306,28.063270092010498,5.757415533065796,75.15818309783936,4699,1601
5,52.68040317545268,24.24557752341311,41.48911476135254,28.150445461273193,5.651920795440674,75.2914810180664,5906,1165
6,61.957006511461955,38.60561914672216,41.26244378089905,27.994744062423706,5.807935476303101,75.06512331962585,6946,1855
7,79.97502452947998,70.65556711758585,41.00995659828186,27.94140124320984,5.72209906578064,74.67345690727234,8966,3395
8,85.79966104718581,73.65244536940686,41.32398748397827,27.85470938682556,5.619513511657715,74.79821038246155,9619,3539
9,87.45874587458746,74.9843912591051,41.505062103271484,27.997429609298706,5.752794504165649,75.25528621673584,9805,3603
10,89.24270805458924,75.17169614984391,41.14880108833313,27.954099416732788,5.709943532943726,74.81284403800964,10005,3612
