epoch,train_acc,valid_acc,train_time,batch_time,valid_time,total_time,train_corr,valid_corr
1,2.8364998662028365,6.847034339229968,46.72171664237976,9.692607879638672,6.620593547821045,63.03491806983948,318,329
2,12.8980465614129,16.27471383975026,44.910858392715454,8.9389328956604,6.622398138046265,60.47218942642212,1446,782
3,27.339220408527336,25.70239334027055,45.10192823410034,9.040963649749756,6.616535663604736,60.759427547454834,3065,1235
4,40.28186602444028,26.8054110301769,45.25876498222351,9.857854127883911,6.906141519546509,62.02276062965393,4516,1288
5,51.72598340915172,36.774193548387096,46.99086809158325,10.081223011016846,6.8547139167785645,63.92680501937866,5799,1767
6,61.66265275176166,48.82414151925078,45.59243392944336,9.83825135231018,6.684605360031128,62.11529064178467,6913,2346
7,77.85210953527785,67.51300728407908,46.26654314994812,10.659698724746704,6.9225945472717285,63.84883642196655,8728,3244
8,83.24859512978325,68.69927159209158,47.01556134223938,10.557318210601807,6.798870325088501,64.37174987792969,9333,3301
9,84.55088752118455,69.01144640998959,48.06365370750427,10.129566192626953,6.7675299644470215,64.96074986457825,9479,3316
10,86.07617518508607,71.07180020811654,46.89659762382507,9.752684354782104,6.708253860473633,63.35753583908081,9650,3415
