epoch,train_acc,valid_acc,train_time,batch_time,valid_time,total_time,train_corr,valid_corr
1,3.1754526804031755,7.304890738813736,53.75349974632263,9.895354509353638,6.951379776000977,70.60023403167725,356,351
2,14.021942734814022,14.693028095733611,52.23465180397034,9.270143270492554,6.937345266342163,68.44214034080505,1572,706
3,27.562215681027563,25.82726326742976,52.29284310340881,9.086857080459595,6.9972145557403564,68.37691473960876,3090,1241
4,40.86165373294086,37.21123829344433,52.312132596969604,9.098695039749146,6.967798948287964,68.37862658500671,4581,1788
5,51.60110605655161,41.06139438085328,52.34803581237793,9.09688401222229,6.975271940231323,68.42019176483154,5785,1973
6,60.904468825260906,39.583766909469304,52.35018539428711,9.199422359466553,6.9796576499938965,68.52926540374756,6828,1902
7,79.28819909017929,70.88449531737773,52.36767601966858,9.069141626358032,6.965561866760254,68.40237951278687,8889,3406
8,85.30907144768531,72.98647242455775,52.36274528503418,9.261305093765259,6.964460372924805,68.58851075172424,9564,3507
9,86.59352421728659,74.25598335067637,52.33472776412964,9.152276277542114,6.996279239654541,68.4832832813263,9708,3568
10,88.62724110248863,74.69302809573361,52.34606647491455,9.134966373443604,7.01217794418335,68.4932107925415,9936,3589
